count	first_key	ja	ko
1	S2A:SK0202:1141	これは！\n……なんだ、くす玉か。	
1	S2A:SK0202:1142	あっ、大神さん！\nくす玉も探してたんですよ。\nあとは……	
1	S2A:SK0202:1143	あっ、それです！\nそんなところに\n隠れてたんですね。	
1	S2A:SK0202:1144	花びんか……\nでも、これじゃないんだ。	
1	S2A:SK0202:1145	大神さん、すいません。\n花びんも探してたんです。	
1	S2A:SK0202:1147	垂れ幕か……\n違うな……	
1	S2A:SK0202:1148	垂れ幕ですか？\nそれも、必要なんですよ。	
1	S2A:SK0202:1149	お兄ちゃん、そのはこは\nアイリスがさっき見たよ。	
1	S2A:SK0202:1150	……大恐竜島の小道具か。\nなんか、なつかしいな。	
1	S2A:SK0202:1151	これは……\n機械の部品か……\nこんな所にはないか。	
1	S2A:SK0202:1152	大神さん\nそこは、わたしが見ました。	
1	S2A:SK0202:1153	これは……\n「愛ゆえに」のポスターか、\nなつかしいなあ……	
1	S2A:SK0202:1154	光武の部品か、この中に……\n……あるわけないか。	
1	S2A:SK0202:1155	もしかしたらロッカーの中……\n……そんなことないか。	
1	S2A:SK0202:1156	ここは、なんの部屋だっけ？\n……駄目だ。\n鍵がかかってる。	
1	S2A:SK0202:1157	ここは違うかな……\n……おっ、これは！	
1	S2A:SK0202:1159	お兄ちゃん！\nなにやってるの‼	
1	S2A:SK0202:1160	サボってちゃ、\nダメじゃない‼	
1	S2A:SK0202:1161	大神さん……\n時間がないんです\n真面目に探してください。	
1	S2A:SK0202:1162	ごっ、ごめん。\nつい読むのに夢中になって……	
1	S2A:SK0202:1163	これだけ探しても\nかんじんの物が\n見つからないなんて……	
1	S2A:SK0202:1164	ほかのものは見つかったのに。\nみてないところって、\nどこだろう……	
1	S2A:SK0202:1165	……あたし、\nもう少し探してみます。\n後は一人で大丈夫ですから。	
1	S2A:SK0202:1168	これだけ探しても\n見つからないなんて……	
1	S2A:SK0202:1169	ホントだね……\nどこにあるのかな？	
1	S2A:SK0202:1170	……あたし、\nもう少し探してみます。	
1	S2A:SK0202:1171	お時間とらせちゃって\nホントにすみませんでした。	
1	S2A:SK0202:1174	アイリス、大神さん、\nありがとうございました。\nおかげで助かりました。	
1	S2A:SK0202:1175	なあに、これくらい\nたいしたことないよ。	
1	S2A:SK0202:1176	アイリスも、\nかくれんぼみたいで\nおもしろかったよ。	
1	S2A:SK0202:1180	アイリス、大神さん、\nありがとうございました。	
1	S2A:SK0202:1181	大神さんのおかげで\n探していた物が\nみんな見つかりました。	
1	S2A:SK0202:1182	お兄ちゃん、すごい‼\n探し物のてんさい！	
1	S2A:SK0202:1186	あっ、大神さんにアイリス。\nあの後、一人で探してみたら\n何とか見つかりました。	
1	S2A:SK0202:1187	そうか、よかったね、\nさくらくん。	
1	S2A:SK0202:1188	よかったね、さくら！	
1	S2A:SK0202:1192	さくら、もういないね。\n楽屋に帰ったのかなあ。	
1	S2A:SK0202:1193	きっと、そうだよ。\n俺たちも、他へ行こう。	
1	S2A:SK0202:1195	ここは、格納庫だよ。\nアイリスのこうぶも、\nここに置いてあるんだ。	
1	S2A:SK0202:1196	帝劇の地下に\nこんな設備があるなんて、\n誰も気づかないだろうね。	
1	S2A:SK0202:1197	ねぇねぇ、織姫が乗ってる\nりょーしかっちゅう、\nなんて名前か、知ってる？	
1	S2A:SK0202:1198	織姫くんの霊子甲冑か……\n確か……	
1	S2A:SK0202:1203	あったり～！\nさっすが、お兄ちゃん。\nちゃんとおぼえてたんだね。	
1	S2A:SK0202:1204	俺も、花組の隊長だからね。\nこれくらい、当然さ。	
1	S2A:SK0202:1206	おっし～い！\n「クライド」じゃなくて、\n「クライト」だよ。	
1	S2A:SK0202:1209	おっし～い！\n「クラウド」じゃなくて、\n「クライト」だよ。	
1	S2A:SK0202:1211	……あれ？\n何て名前だったっけ？	
1	S2A:SK0202:1212	ブブー、時間切れー！\nお兄ちゃん、\n忘れちゃったの？	
1	S2A:SK0202:1213	織姫のりょーしかっちゅうは\n「アイゼンクライト」だよ。	
1	S2A:SK0202:1214	そ、そうだったっけ……\nやっぱり、外国語の名前は\n憶えにくいね。	
1	S2A:SK0202:1215	アイゼンクライトって、\n「鉄のドレス」って\n意味なんだって。	
1	S2A:SK0202:1216	織姫が星組にいたころから\n乗ってるって言ってたよ。	
1	S2A:SK0202:1217	鉄のドレスか……\nおもしろい名前だな。	
1	S2A:SK0202:1218	アイリスのこうぶ、\n戦闘服とおそろいの\n黄色なんだ。	
1	S2A:SK0202:1219	お兄ちゃんの白いこうぶも\n戦闘服とおそろいで\nカッコいいよ。	
1	S2A:SK0202:1220	ハハハ、\nありがとう、アイリス。	
1	S2A:SK0202:1224	わあ……\nすっご～い！	
1	S2A:SK0202:1225	歓迎会の準備も\nすっかり整ったようだね。	
1	S2A:SK0202:1226	よう、来たか。	
1	S2A:SK0202:1227	お先に、\nおじゃましてま～す。	
1	S2A:SK0202:1228	大神さん、アイリス、\nおつかれさまでした。	
1	S2A:SK0202:1229	さくらくんこそ、\n準備ごくろうさま。	
1	S2A:SK0202:1230	うふふっ……\nこういう準備をするの、\n好きなんです。	
1	S2A:SK0202:1231	それに、大神さんたちが\n手伝ってくれましたし……	
1	S2A:SK0202:1232	おかげで、助かりました。\nありがとうございました。	
1	S2A:SK0202:1236	ああ、持ってきたよ。\nちょっと遅れちゃったけど。	
1	S2A:SK0202:1237	あっ、\n忘れてなかったんですね。\nよかったー。	
1	S2A:SK0202:1238	ちょっと遅かったですけど\nおかげで、助かりました。\nありがとうございました。	
1	S2A:SK0202:1242	あっ⁉\nそう言えば……	
1	S2A:SK0202:1243	えっ⁉\n持ってきてないんですか？	
1	S2A:SK0202:1244	ごめん……\nすっかり忘れてたよ。	
1	S2A:SK0202:1246	……しかたないですね。\n忘れることは、誰だって\nありますから。	
1	S2A:SK0202:1247	お皿はあたしが取ってきます。\nさあ、大神さんたちも\n中に入ってください。	
1	S2A:SK0202:1250	大神さんとアイリスに\n声をかけていただいたので\nおじゃましました。	
1	S2A:SK0202:1251	アイリスに大神さん、\nありがとうございました！	
1	S2A:SK0202:1252	大神さん、ちゃんと\n声をかけてくれたんですね。\nご苦労さまでした。	
1	S2A:SK0202:1256	まあ……\nすごい飾りつけですね。	
1	S2A:SK0202:1257	……あらっ？\n椿ちゃんは\nどうしたのかしら？	
1	S2A:SK0202:1258	あっ⁉\n椿ちゃんに声をかけるの、\n忘れてた！	
1	S2A:SK0202:1264	失礼しまーす。\nわあ……\nすごい飾りつけですねー！	
1	S2A:SK0202:1265	……あらっ？\nかすみさんと由里さんは\nどうしたのかしら？	
1	S2A:SK0202:1266	あっ⁉\nあの二人に声をかけるの、\n忘れてた！	
1	S2A:SK0202:1272	もうすぐ１２時なのに……\nかすみさんや椿ちゃんたち、\n来ませんね……	
1	S2A:SK0202:1273	あっ……そう言えば、\nみんなに声をかけるのを\nすっかり忘れてた！	
1	S2A:SK0202:1274	えっ⁉\nそうなんですか⁉	
1	S2A:SK0202:1277	忘れることは\n誰でもありますから、\nしょうがないですけど……	
1	S2A:SK0202:1278	誰にも声をかけて\nないなんて……大神さん、\nしっかりしてくださいね。	
1	S2A:SK0202:1279	ご、ごめん。\n以後、気をつけるよ。	
1	S2A:SK0202:1280	さて……\nあとは、新人の到着を\n待つばかりだな。	
1	S2A:SK0202:1281	そうだ！\nせっかくだから、玄関まで\n迎えに行きませんか？	
1	S2A:SK0202:1282	それはいいね。\n新人さんも、きっと\n喜んでくれるよ。	
1	S2A:SK0202:1283	わーい！\nおでむかえ、おでむかえ！	
1	S2A:SK0202:1284	フフン……たかが新人くらいで\nよく、そんなに\nはしゃげますねー。	
1	S2A:SK0202:1285	わたしはここで待ってま～す。\nお出迎えは、みなさんに\nおまかせしま～す。	
1	S2A:SK0202:1286	わかりました。\nそれじゃ、行きましょうか。	
1	S2A:SK0202:1287	ねえねえ、お兄ちゃん……	
1	S2A:SK0202:1288	どうした、アイリス？	
1	S2A:SK0202:1289	アイリスといっしょに、\nテラスでおでむかえ、\nしようよ。	
1	S2A:SK0202:1290	テラスから「よーこそ！」って\n声をかけたら、新人さんも\nきっと、びっくりするよ。	
1	S2A:SK0202:1292	玄関で出迎えようよ。	
1	S2A:SK0202:1293	……よし、行こうか。\n今日は、アイリスに\nとことんつきあうよ。	
1	S2A:SK0202:1294	わーい！\nまた、お兄ちゃんと\nいっしょだー‼	
1	S2A:SK0202:1295	……いつもいつも、\n日本のオトコとよく一緒に\nいられますねー。	
1	S2A:SK0202:1296	……それじゃ、\nあたしと米田支配人は\n玄関に行きますね。	
1	S2A:SK0202:1298	それじゃ、お兄ちゃん。\nはやく行こ！	
1	S2A:SK0202:1299	みんなといっしょに、\n玄関で出迎えようよ。	
1	S2A:SK0202:1300	いや！\nアイリス、お兄ちゃんと\n二人がいいんだもん！	
1	S2A:SK0202:1301	……まったく、\n日本のオトコの\nどこがいいですかねー。	
1	S2A:SK0202:1302	……しかたないですね。\nアイリスは一度言い出したら\nてこでも動かないし……	
1	S2A:SK0202:1303	大神さん、\nアイリスといっしょに\n行ってあげてください。	
1	S2A:SK0202:1304	あたしと米田支配人で\n玄関でお出迎えしますから。	
1	S2A:SK0202:1305	……そうかい？\nそれじゃ、頼むよ。	
1	S2A:SK0202:1306	わーい、きっまりー！\nそれじゃ、お兄ちゃん。\nはやく行こ！	
1	S2A:SK0202:1308	ねー、お兄ちゃん。\nいっしょに行こうよー。	
1	S2A:SK0202:1309	イヤって言っても、\nつれてっちゃうから！	
1	S2A:SK0202:1310	お、おいおい、アイリス！\nそんなにひっぱるなよ！	
1	S2A:SK0202:1311	さ、さくらくん、\n玄関での出迎え、\n頼んだよ！	
1	S2A:SK0202:1312	は、はい。\nわかりました！	
1	S2A:SK0203:0	。\n新しい花組の人かな？	
1	S2A:SK0203:1	ああ、いい天気だ。\nまさに、さつき晴れって\n感じだな。	
1	S2A:SK0203:2	さつきばれ？\n……何それ？	
1	S2A:SK0203:3	昔は、五月のことを\n「さつき」と言ったんだよ。	
1	S2A:SK0203:4	それで、今ごろの\n梅雨の晴れ間のいい天気の日を\nさつき晴れ、って言うんだ。	
1	S2A:SK0203:5	なんだかわかんなーい。\nでも、お空が晴れるのは\n大好きだよ。	
1	S2A:SK0203:6	ハハハ、こんど花組に来る人も\n「さつき晴れ」みたいな\n人だといいね。	
1	S2A:SK0203:7	おお、よく来たな。\nここが大帝国劇場だ。\nまあ、中に入れ。	
1	S2A:SK0203:8	……あっ！　お兄ちゃん、\n誰か来たみたいだよ。\n新しい花組の人かな？	
1	S2A:SK0203:9	話をしてて\nここから声をかけることを\nすっかり忘れてたな。	
1	S2A:SK0203:10	……しかたない。\n玄関まで迎えに行こうか。	
1	S2A:SK0203:11	おう、さくら。\n大神のやつはどうしたんだ？\n新隊員が来たってのによ。	
1	S2A:SK0203:12	たぶん、\nアイリスといっしょに\n二階にいるんだと思います。	
1	S2A:SK0203:13	あたし、ちょっと\n呼びにいってきますね。	
1	S2A:SK0203:14	わーっ、もう来たんだ！\nどんな人かなー……\nドキドキするね！	
1	S2A:SK0203:15	じゃあ、お兄ちゃん。\nアイリス先に行くよ！	
1	S2A:SK0203:16	ちょ、ちょっと待ってくれ！\nアイリス！	
1	S2A:SK0203:17	アイリス、大丈夫か⁉	
1	S2A:SK0203:19	そうか、よかった……	
1	S2A:SK0203:20	もしかして……\n君が新しい隊員かい？	
1	S2A:SK0203:22	名前は、\nレニ・ミルヒシュトラーセ。\n織姫と同じ、元星組隊員だ。	
1	S2A:SK0203:23	自分は花組の隊長をつとめる\n大神一郎です。\nよろしく。	
1	S2A:SK0203:25	えへへ、アイリスだよっ！\nこの子は親友のジャンポール。\n仲よくしてね！	
1	S2A:SK0203:27	それにしても、新隊員が\n男の子だったなんて\nびっくりしちゃった。	
1	S2A:SK0203:28	そうだね。\nええっと、レニくん……	
1	S2A:SK0203:29	一緒にがんばろう！	
1	S2A:SK0203:30	無口なんだね……	
1	S2A:SK0203:31	これからは、\n同じ花組の仲間どうし、\n一緒にがんばっていこう。	
1	S2A:SK0203:33	君は……\nとても無口なんだね。	
1	S2A:SK0203:35	ご、ごめん……\n余計なお世話だったね。\n気を悪くしたかな？	
1	S2A:SK0203:42	ちょ、ちょっと！\nレニくん、\nどこに行くんだい？	
1	S2A:SK0203:43	……命令があるまで\n自室で待機してる。	
1	S2A:SK0203:44	それから、ボクのことは\n「レニ」でいい。	
1	S2A:SK0203:46	あ、あの……レニ？\n実は、楽屋のほうで歓迎会の\n準備をしてあるのよ。	
1	S2A:SK0203:47	ちょっと来てくれないかしら？\n帝劇のみんなに、あなたを\n紹介したいの。	
1	S2A:SK0203:48	行こうよ、レニ！\nみんな、待ってるよ！	
1	S2A:SK0203:50	なに黙ってんの？\nはやく行こうよー！	
1	S2A:SK0203:51	アイリス、レニはまだ\nここに来て間もないんだから\nとまどっているのよ。	
1	S2A:SK0203:52	じゃあ、楽屋のほうに\n案内するよ。\n俺たちについてきてくれ。	
1	S2A:SK0203:54	……というわけで、\nこちらが同じ花組の隊員の\nみんなだ。	
1	S2A:SK0203:55	こちらは、\nソレッタ・織姫くん……	
1	S2A:SK0203:56	レニ！\nチャオ！　お久しぶりー！	
1	S2A:SK0203:57	……やあ。	
1	S2A:SK0203:58	……そうか、\n二人は同じ元星組だったね。	
1	S2A:SK0203:59	こちらは、事務の\n藤井かすみくんと\n榊原由里くん。	
1	S2A:SK0203:60	そして、売店の\n高村椿ちゃんだ。	
1	S2A:SK0203:62	……みんな。この人が今度\n花組に新しく配属された、\nレニ……	
1	S2A:SK0203:63	ミヒルシュトラーセくんだ。	
1	S2A:SK0203:64	ミルヒシュトラーゼくんだ。	
1	S2A:SK0203:65	ミルヒシュトラーセくんだ。	
1	S2A:SK0203:66	ミヒルシュトラーセくんだ。\nみんな、\n仲よくしてやってくれ。	
1	S2A:SK0203:67	ミルヒシュトラーゼくんだ。\nみんな、\n仲よくしてやってくれ。	
1	S2A:SK0203:68	……お、大神さん。\nレニの名前は\nミルヒシュトラーセですよ。	
1	S2A:SK0203:69	人の名前も覚えられないなんて\nやっぱり少尉さんって、\nモンキー以下で～す！	
1	S2A:SK0203:70	ご、ごめん、レニ。\n名前を間違えるなんて、\n失礼なことを……	
1	S2A:SK0203:73	ミルヒシュトラーセくんだ。\nみんな、\n仲よくしてやってくれ。	
1	S2A:SK0203:74	え、えーっと……\n何だったっけ？	
1	S2A:SK0203:75	……大神さん。\nミルヒシュトラーセ、ですよ。	
1	S2A:SK0203:76	名前を忘れるなんてサイテー！\nデリカシーなさ過ぎだと\n思いまーす！	
1	S2A:SK0203:77	ご、ごめん、レニ。\n名前を忘れるなんて、\n失礼なことを……	
1	S2A:SK0203:80	たしか、レニって\nドイツ生まれでーす。	
1	S2A:SK0203:81	ドイツ語で\nミルヒは「ミルク」、\nシュトラーセは「道」……	
1	S2A:SK0203:82	「ミルクの道」、つまり\n日本でいう「天の川」って\n意味で～す。	
1	S2A:SK0203:83	なるほど……\nきれいな名前だね。	
1	S2A:SK0203:84	まあ、舌かみそうな名前に\n違いはねぇから、呼ぶときは\nレニでいいやな。	
1	S2A:SK0203:86	それともう一人、\n事務にも新人が\n配属されることになった。	
1	S2A:SK0203:87	陸軍からの推薦だ。\n……おう、入ってきな。	
1	S2A:SK0203:88	本日づけで、大帝国劇場に\n配属になりました。\n影山サキです。	
1	S2A:SK0203:89	みなさん、\nよろしくお願いしますネ。	
1	S2A:SK0203:90	あーっ！\nさっきのお姉ちゃんだー！	
1	S2A:SK0203:91	あ、あなたは……！	
1	S2A:SK0203:92	あら、あなたは……\nうふっ、先ほど、\nお会いしましたわネ？	
1	S2A:SK0203:93	あの時は親切にしていただいて\nありがとうございました。\nとってもうれしかったワ。	
1	S2A:SK0203:94	……大神さんって、\nずいぶん手が早いんですね。	
1	S2A:SK0203:95	いいっ⁉\nちょ、ちょっと待ってくれ！\n誤解だよ、さくらくん‼	
1	S2A:SK0203:96	……あたし、知りません！	
1	S2A:SK0203:97	（やれやれ……\n　なんだか、ヘンな誤解を\n　されてしまったぞ……）	
1	S2A:SK0203:98	あら、こちらの方が\n花組の隊長さんかしら？	
1	S2A:SK0203:99	は、はい、\n帝国華撃団・花組の隊長、\n大神一郎です。よろしく。	
1	S2A:SK0203:100	りりしい方ネ。\n思ってたより、ずーっと\nハンサムだワ。	
1	S2A:SK0203:101	よろしくネ、大神さん。\n仲よくしましょう。	
1	S2A:SK0203:102	は、はい。\n仲よくしましょう。	
1	S2A:SK0203:103	あら、大神さん。\nずいぶん、うれしそうですね？	
1	S2A:SK0203:104	そ、そんな……\n気のせいだよ、気のせい。	
1	S2A:SK0203:105	さあ、かてえあいさつは\nここまでだ！　ここからは\nパーッといこうぜ‼	
1	S2A:SK0203:106	なにが\nかたいあいさつなんですか～？	
1	S2A:SK0203:107	なーに、いいんだ、いいんだ。\nパーッといこう、パーッと！	
1	S2A:SK0203:108	うふふっ。	
1	S2A:SK0203:109	わーいわーい！\nパーティだ！　パーティだ‼	
1	S2A:SK0203:110	あーあ……パーティが\nなくなっちゃった～。	
1	S2A:SK0203:111	この警報は……？	
1	S2A:SK0203:112	出撃の合図だよ。	
1	S2A:SK0203:113	この警報で、俺たち花組が\n帝国歌劇団から\n帝国華撃団に変わるんだ。	
1	S2A:SK0203:114	それで……敵の規模は？\n……出現場所は？\n敵の武装は何？	
1	S2A:SK0203:115	え？\nここではまだ\nわからないけど……	
1	S2A:SK0203:116	レ、レニ！\nどこに行くんだ⁉	
1	S2A:SK0203:117	花組の集合場所は？\nボクのアイゼンクライトは\nどこ？	
1	S2A:SK0203:118	りょ、両方とも地下だ。\nまず、作戦指令室に\n集合してくれ。	
1	S2A:SK0203:119	それだけわかれば十分。\nそれじゃお先に。	
1	S2A:SK0203:120	レニ！\nちょっと待ってくれ！	
1	S2A:SK0203:121	ああ……行ってしまった。	
1	S2A:SK0203:122	レニ、なんか\n別人みたいだったね……	
1	S2A:SK0203:123	ふふふっ……レニ、\nあいかわらずってカンジ。	
1	S2A:SK0203:124	さあ、大神さん！\nあたしたちも行きましょう。	
1	S2A:SK0203:125	そうだな。\nよし、みんな行くぞ！	
1	S2A:SK0203:127	うむ、ご苦労。\n特にレニは\nすばやい集合だったな。	
1	S2A:SK0203:128	……それより、長官。\n敵の出現地点と、数は？	
1	S2A:SK0203:129	数はまだ不明だが、\n敵は鴬谷の行楽地に\n出現したようだ。	
1	S2A:SK0203:130	ウグイス……ダニ？	
1	S2A:SK0203:131	うぐいすだに……\n帝都の北東に位置する街だ。	
1	S2A:SK0203:132	情報では、現地は\n多数の子供連れの市民で\nにぎわっているらしい。	
1	S2A:SK0203:133	なんてこと……！\n急がないと、街の人たちに\n犠牲者が……	
1	S2A:SK0203:134	レニ。来たばっかりなのに\n出動ということに\nなっちゃったけど……	
1	S2A:SK0203:135	帝都の市民のために、\n力をあわせてがんばろう！	
1	S2A:SK0203:137	市民を守るという\n戦闘目的は理解した。	
1	S2A:SK0203:138	だけど、戦いにおける\n最重要課題は、\n「勝つ」こと。	
1	S2A:SK0203:139	それを最優先に\n考えるべきだ。	
1	S2A:SK0203:141	少尉さん。レニにとって、\n戦いは「勝つか負けるか」しか\nないんでーす。	
1	S2A:SK0203:142	レニは、戦いに人間的な感情を\n持ち込むことが\nありませんから……	
1	S2A:SK0203:143	レニに「市民を守ろう！」\nとか言っても、あまり効果は\nないと思いまーす。	
1	S2A:SK0203:144	そ、そうなのか……	
1	S2A:SK0203:145	さあ、大神！\nそろそろ出動だ！	
1	S2A:SK0203:146	翔鯨丸の\n発進準備はできてるぞ。	
1	S2A:SK0203:147	しょうげいまる？\nそれ、何ですか～？	
1	S2A:SK0203:148	おっきな飛行船だよ！\n光武もたくさん\n乗せられるんだから！	
1	S2A:SK0203:149	では、大神。\n今回の出動にあたっての\n作戦を決めてくれ。	
1	S2A:SK0203:150	攻撃重視の作戦なら、\n翔鯨丸も敵を砲撃して\n援護をする。	
1	S2A:SK0203:151	防御重視の作戦なら、\n翔鯨丸から回復資材を\n投下する。	
1	S2A:SK0203:152	さあ、大神。\nどうするんだ？	
1	S2A:SK0203:153	攻撃重視の作戦で行きます！	
1	S2A:SK0203:154	防御重視の作戦で行きます！	
1	S2A:SK0203:155	攻撃重視の作戦で行きます！\n砲撃で弱った敵を、一気に\nたたきたいと思います。	
1	S2A:SK0203:156	よし、わかった。\n砲撃のほうはまかせとけ！	
1	S2A:SK0203:157	防御重視の作戦で行きます！\n回復資材を使って、慎重に\n戦いたいと思います。	
1	S2A:SK0203:158	よし、わかった。\nでは、回復資材を\n翔鯨丸から投下するからな。	
1	S2A:SK0203:161	レニ、がんばろう！	
1	S2A:SK0203:162	帝国華撃団、出撃せよ！\n目標地点、鴬谷！	
1	S2A:SK0203:164	みんなで、\nがんばりましょう！	
1	S2A:SK0203:165	アイリスもがんばるよ～！	
1	S2A:SK0203:166	今度の敵は\nどれくらいの腕か、\n楽しみでーす。	
1	S2A:SK0203:167	レニ、今回が\n初めての戦闘になるけど、\nがんばろうな！	
1	S2A:SK0203:168	隊長は的確な命令を\nしてくれるだけでいい。	
1	S2A:SK0203:169	隊長たちこそ、ボクに\n気をとられすぎないように\nしたほうがいい。	
1	S2A:SK0203:171	大神さん！\nボーッとしてないで、\n出動命令をお願いします！	
1	S2A:SK0203:172	あ……\nそ、そうだったね。	
1	S2A:SK0203:173	て、帝国華撃団、出撃せよ！\n出撃先は……\nあれ……どこだっけ？	
1	S2A:SK0203:174	……隊長。\nそんなことじゃ、死ぬよ。	
1	S2A:SK0203:175	レニ。わたしたちの\nアイゼンクライトは\nこっちで～す。	
1	S2A:SK0203:176	……知ってる。\n起動後は、翔鯨丸への\n収納完了まで待機する。	
1	S2A:SK0203:177	よし、レニ、織姫くん！\nアイゼンクライト、起動だ‼	
1	S2A:SK0205:1	ふう……今日は新人が来たり、\n戦闘があったりと、\n大変な一日だったなあ……	
1	S2A:SK0205:2	（……？\n　誰か、来たみたいだ）	
1	S2A:SK0205:3	あの……さくらですけど、\n大神さん、よろしいですか？	
1	S2A:SK0205:4	さくらくんか。\nカギはかかってないから、\n中に入って。	
1	S2A:SK0205:5	……それじゃ、\nおじゃまします。	
1	S2A:SK0205:6	今日は、お疲れさま。\n何か用かい？	
1	S2A:SK0205:7	レニの歓迎会の\nことなんですけど……	
1	S2A:SK0205:9	ですから、サロンで\n歓迎会のつづきを\nやろうと思うんです。	
1	S2A:SK0205:10	それで、大神さんにも\n来ていただこうと思って\n呼びに来たんです。	
1	S2A:SK0205:13	よし、行こう。\nたしかに、あれで歓迎会が\n終わりではかわいそうだ。	
1	S2A:SK0205:14	はい。\nやっぱり、きちんと歓迎会を\nしてあげたいですよね。	
1	S2A:SK0205:15	それじゃ、行きましょう。\nみんな、もう\n集まってますから。	
1	S2A:SK0205:16	めんどうだなあ……\nさっきやったんだし、\nもういいんじゃないか？	
1	S2A:SK0205:17	大神さん。\nそれじゃ、レニが\nかわいそうじゃないですか。	
1	S2A:SK0205:18	さあ、行きましょう。\nみんな、もうサロンに\n集まってるんですから。	
1	S2A:SK0205:21	お疲れなのはわかりますけど、\nレニのためだと思って、\nお願いします。	
1	S2A:SK0205:22	……わかったよ。\nよし、行こう。	
1	S2A:SK0205:24	やあ、お待たせ。\nそれじゃあ、\n歓迎会の続きをやろうか。	
1	S2A:SK0205:25	うんっ！　アイリス、\nお菓子もってきたんだ。	
1	S2A:SK0205:26	あ、これってフランスの\nリンツのビスケットですね～？\nいただきま～す！	
1	S2A:SK0205:27	ねえねえ、\nレニも食べてよー。	
1	S2A:SK0205:29	……どう？\nおいしい？	
1	S2A:SK0205:30	……栄養価が低い。	
1	S2A:SK0205:31	レ、レニらしい\n答えだなあ……	
1	S2A:SK0205:32	アイリス、\nこのお菓子、どうしたの？	
1	S2A:SK0205:33	あのね、パパから\nお手紙といっしょに\nとどいたの！	
1	S2A:SK0205:34	フランスのご両親から\n送ってもらったのね。\n珍しいお菓子だと思ったわ。	
1	S2A:SK0205:35	うん！\nアイリスねえ、\nパパ大好きなんだもん！	
1	S2A:SK0205:42	よかったね、アイリス。\n手紙だけでなく、お菓子まで\n送ってもらって。	
1	S2A:SK0205:43	うん！\nアイリス、パパのお手紙よむと\nすっごく元気になるの！	
1	S2A:SK0205:44	きっと、アイリスのパパも\nアイリスからのお手紙を\n待ってるわよ。	
1	S2A:SK0205:45	うん、アイリスもパパに\nお手紙書かなきゃ！	
1	S2A:SK0205:46	それじゃ、\n俺とパパとどっちが好き？	
1	S2A:SK0205:47	え～とねえ、\nう～んとねえ…………	
1	S2A:SK0205:48	大神さん、そんなふうに\nアイリスをいじめたら\nかわいそうですよ。	
1	S2A:SK0205:49	そ、そうだね。\nごめん、アイリス。	
1	S2A:SK0205:50	ううん！\nアイリス、お兄ちゃんも\nパパもどっちもだ～いすき‼	
1	S2A:SK0205:51	……織姫くん？\nどうしたんだい、\nそんな顔して……	
1	S2A:SK0205:52	……別にー。\n何でもありませ～ん。	
1	S2A:SK0205:53	パパからのお手紙、か……	
1	S2A:SK0205:54	（あ……そうか……\n　さくらくんのお父さんは\n　もうお亡くなりに……）	
1	S2A:SK0205:55	あ……\nごめんね、さくら……	
1	S2A:SK0205:56	あ……気にしないで。\nいいなあ、ってちょっと\n思っただけだから。	
1	S2A:SK0205:57	ごめんなさいね、アイリス。\nあたしこそ、\n水をさしちゃって……	
1	S2A:SK0205:59	まったく、さっきから\nパパ、パパ、って\nバッカみた～い‼	
1	S2A:SK0205:60	えっ……⁉	
1	S2A:SK0205:61	織姫さん……⁉	
1	S2A:SK0205:62	……フン。	
1	S2A:SK0205:64	アイリスにあやまるんだ。	
1	S2A:SK0205:65	どうして怒ってるんだい？	
1	S2A:SK0205:66	織姫くん、\nアイリスにあやまるんだ。	
1	S2A:SK0205:67	いくらなんでも、\nそれは言い過ぎだよ。	
1	S2A:SK0205:68	あ～ヤダヤダ。\nこれだから日本のオトコは‼	
1	S2A:SK0205:69	えらそーに正義面すれば\nいいと思ってたら、\n大間違いでーす！	
1	S2A:SK0205:71	どうして怒ってるんだい？\nさっきまでは機嫌が\nよかったのに……	
1	S2A:SK0205:72	……別に、わたしは\n怒ってなんかいませんけど。	
1	S2A:SK0205:73	それに、わたしの機嫌のことを\n少尉さんにあれこれ\n言われたくないでーす！	
1	S2A:SK0205:75	織姫さん、\nそんな言い方って\nないんじゃないですか？	
1	S2A:SK0205:76	あら、思ったことを言って\n何が悪いんですかー？	
1	S2A:SK0205:77	織姫さん……\nいったい急に、\nどうしたんですか？	
1	S2A:SK0205:78	別に、\n何でもないでーす。	
1	S2A:SK0205:79	ただ、父親の手紙ぐらいで\n大喜びするなんて、おかしいと\n思っただけでーす。	
1	S2A:SK0205:80	べつにいいでしょー⁉\nアイリス、パパのお手紙\nずっと待ってたんだから‼	
1	S2A:SK0205:81	アイリスって、\n子供あつかいされるのが\n嫌いなんでしょー？	
1	S2A:SK0205:82	いいかげん、親離れを\nしたほうがいいと\n思いますけどー。	
1	S2A:SK0205:84	だって……\nだって……	
1	S2A:SK0205:85	アイリス……\nパパと……ママと……\nいっしょにいたいんだもん‼	
1	S2A:SK0205:86	みんな……\nみんな、だいっきらい‼	
1	S2A:SK0205:87	うわぁぁっ‼	
1	S2A:SK0205:88	……な、なにこれ⁉	
1	S2A:SK0205:89	いけない！\nアイリスの力が……	
1	S2A:SK0205:90	アイリス‼\n落ち着くんだ‼	
1	S2A:SK0205:91	アイリスの気持ちも\n知らないくせに‼	
1	S2A:SK0205:92	織姫なんか、\nだいっきらーい‼	
1	S2A:SK0205:93	うわああああーっ‼	
1	S2A:SK0205:94	大神さん……\n大丈夫ですか？	
1	S2A:SK0205:95	あ、ああ……大丈夫だ。\n<FFFD>	
