key	flags	ja	ko
S2M:M25LOW:70	dup=S2M:M01LOW:70	がんばってください、\nわたくしのために……	힘내　주세요，\n저를　위해……
S2M:M25LOW:71	dup=S2M:M01LOW:71	無理は禁物ですわ……	무리는　금물이에요……
S2M:M25LOW:72	dup=S2M:M01LOW:72	さあ、いきますわよ！	자，　갑니다！
S2M:M25LOW:73	dup=S2M:M01LOW:73	少尉、わたくしを\n見ていてくださいな。	소위님，\n저를　지켜봐　주세요．
S2M:M25LOW:74	dup=S2M:M01LOW:74	わたくしでなくては\nダメですわね。	저여야만　하겠군요．
S2M:M25LOW:75	dup=S2M:M01LOW:75	こ、この程度で……	이，　이　정도로……
S2M:M25LOW:76	dup=S2M:M01LOW:76	うれしいですわ……\n少尉……	기뻐요……\n소위님……
S2M:M25LOW:77	dup=S2M:M01LOW:77	わたくしを守ることが\nできるのは少尉だけですわ。	저를　지킬　수　있는　건\n소위님뿐이에요．
S2M:M25LOW:78	dup=S2M:M01LOW:78	かっ、身体が勝手に\n動いただけですわ……	몸이　저절로\n움직였을　뿐이에요……
S2M:M25LOW:79	dup=S2M:M01LOW:79	わたくしとしたことが……	저답지　않게……
S2M:M25LOW:80	dup=S2M:M01LOW:80	少尉を……\n……置いてはいけないのに！	소위님을……\n……두고　갈　수는　없는데！
S2M:M25LOW:81	dup=S2M:M01LOW:81	お見事ですわ、少尉。	훌륭해요，　소위님．
S2M:M25LOW:82	dup=S2M:M01LOW:82	りりしいですわよ、少尉。	늠름하시네요，　소위님．
S2M:M25LOW:83	dup=S2M:M01LOW:83	たいしたことありませんわね。	별것도　아니네요．
S2M:M25LOW:84	dup=S2M:M01LOW:84	見てくださいました？　少尉。	보셨나요？　소위님．
S2M:M25LOW:85	dup=S2M:M03LOW:85	んふっ、\nちょろいもんですわ。\nねぇ、少尉……	후훗，\n이　정도야　식은　죽이죠．\n그렇죠，　소위님……
S2M:M25LOW:86	dup=S2M:M01LOW:86	隊長、お願いします。	대장님，　부탁드려요．
S2M:M25LOW:87	dup=S2M:M01LOW:87	隊長……\n信じています。	대장님……\n믿고　있어요．
S2M:M25LOW:88	dup=S2M:M01LOW:88	隊長……\n慎重にいきましょう。	대장님……\n신중하게　가죠．
S2M:M25LOW:89	dup=S2M:M01LOW:89	さぁ、覚悟しなさい。	자，　각오하세요．
S2M:M25LOW:90	dup=S2M:M01LOW:90	私には、隊長が\nついていてくれる……	저에겐　대장님이\n곁에　계시니까……
S2M:M25LOW:91	dup=S2M:M01LOW:91	私がしっかりしなくては……	제가　정신　차려야……
S2M:M25LOW:92	dup=S2M:M01LOW:92	くっ、まだ……やれる！	큭，아직……　할　수　있어！
S2M:M25LOW:93	dup=S2M:M01LOW:93	すいません、隊長。	죄송해요，　대장님．
S2M:M25LOW:94	dup=S2M:M01LOW:94	隊長の背中……\nとても大きく見えます……	대장님　등……\n정말　커　보이네요……
S2M:M25LOW:95	dup=S2M:M01LOW:95	隊長が無事でよかった……	대장님이　무사해서　다행……
S2M:M25LOW:96	dup=S2M:M01LOW:96	隊長……申し訳ありません……	대장님……　죄송해요……
S2M:M25LOW:97	dup=S2M:M01LOW:97	もう少し……\n隊長と共に……	조금만　더……\n대장님과　함께……
S2M:M25LOW:98	dup=S2M:M01LOW:98	やりますね、隊長。	잘하시네요，　대장님．
S2M:M25LOW:99	dup=S2M:M01LOW:99	隊長が\nいてくださってよかった……	대장님이　계셔서　다행……
S2M:M25LOW:100	dup=S2M:M01LOW:100	ふんっ！　この程度……？	흥！　이　정도……？
S2M:M25LOW:101	dup=S2M:M01LOW:101	隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2M:M25LOW:102	dup=S2M:M01LOW:102	隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2M:M25LOW:103	dup=S2M:M01LOW:103	やっちまえ！　隊長！	해치워！　대장님！
S2M:M25LOW:104	dup=S2M:M01LOW:104	あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2M:M25LOW:105	dup=S2M:M01LOW:105	隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2M:M25LOW:106	dup=S2M:M01LOW:106	あたいの番だな！	내　차례구나！
S2M:M25LOW:107	dup=S2M:M01LOW:107	みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2M:M25LOW:108	dup=S2M:M01LOW:108	まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2M:M25LOW:109	dup=S2M:M01LOW:109	まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2M:M25LOW:110	dup=S2M:M01LOW:110	すまねぇな、隊長。	미안하군，　대장．
S2M:M25LOW:111	dup=S2M:M01LOW:111	へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
S2M:M25LOW:112	dup=S2M:M01LOW:112	へへっ、らしくないぜぇ？\n隊長！	헤헤，　나답지　않지？\n대장！
S2M:M25LOW:113	dup=S2M:M01LOW:113	ちくしょう……\nこんなところで……	젠장……\n이런　곳에서……
S2M:M25LOW:114	dup=S2M:M01LOW:114	隊長、すまない。\nあたいの分まで\nがんばってくれ！	대장，　미안하다．\n내　몫까지\n힘내　줘！
S2M:M25LOW:115	dup=S2M:M01LOW:115	やるじゃねぇか！　隊長！	제법이잖아！　대장！
S2M:M25LOW:116	dup=S2M:M01LOW:116	ほれぼれするぜ！　隊長！	감탄스럽군！　대장！
S2M:M25LOW:117	dup=S2M:M01LOW:117	ざっとこんなもんだぜ！	대충　이　정도지！
S2M:M25LOW:118	dup=S2M:M01LOW:118	へっへーん！\nどうだい！　隊長！	헤헤ー！\n어때！　대장！
S2M:M25LOW:119	dup=S2M:M01LOW:119	誰もあたいたちを\n止められねぇぜ！	아무도　우릴\n막을　수　없어！
S2M:M25LOW:120	dup=S2M:M01LOW:120	がんばろうね、お兄ちゃん。	힘내자，　오빠．
S2M:M25LOW:121	dup=S2M:M01LOW:121	お兄ちゃん、いっけぇー！	오빠，　가ー！
S2M:M25LOW:122	dup=S2M:M01LOW:122	お兄ちゃん……負けないで！	오빠……　지지　마！
S2M:M25LOW:123	dup=S2M:M01LOW:123	アイリス、いきまーす！	이리스，　갑니다아！
S2M:M25LOW:124	dup=S2M:M01LOW:124	えへへっ、\nアイリスがんばるよ！	에헤헤，\n아이리스　힘낼게！
S2M:M25LOW:125	dup=S2M:M01LOW:125	アイリスが\nがんばらなくちゃ！	아이리스가\n힘내야　해！
S2M:M25LOW:126	dup=S2M:M01LOW:126	アイリス……もうだめ……	아이리스…　이제　안　돼…
S2M:M25LOW:127	dup=S2M:M01LOW:127	アイリスのために\n来てくれたんだぁー！	아이리스를　위해　왔구나ー！
S2M:M25LOW:128	dup=S2M:M01LOW:128	お兄ちゃんは、\n白馬のおうじさまだね！	오빠는\n백마　탄　왕자님이네！
S2M:M25LOW:129	dup=S2M:M01LOW:129	お兄ちゃん……\nアイリスがついてるからね。	오빠……\n아이리스가　곁에　있을게．
S2M:M25LOW:130	dup=S2M:M01LOW:130	あ……止まっちゃった……	아……　멈췄어……
S2M:M25LOW:131	dup=S2M:M01LOW:131	お兄ちゃん……\nごめんね……	오빠……\n미안해……
S2M:M25LOW:132	dup=S2M:M01LOW:132	わーい、やったね！\nお兄ちゃん！	와ー，　해냈다！\n오빠！
S2M:M25LOW:133	dup=S2M:M01LOW:133	お兄ちゃん、\nすごい、すっごーい！	오빠，\n대단해，　정말　대단해ー！
S2M:M25LOW:134	dup=S2M:M01LOW:134	アイリス、すごいでしょ！	아이리스，　대단하지！
S2M:M25LOW:135	dup=S2M:M01LOW:135	ねぇ、ねぇ！\nほめてほめて！	있잖아，　있잖아！\n칭찬해　줘，　칭찬해　줘！
S2M:M25LOW:136	dup=S2M:M01LOW:136	お兄ちゃんがいれば、\nアイリスなんにも恐くないよ！	오빠만　있으면，\n아이리스는　안　무서워！
S2M:M25LOW:137	dup=S2M:M01LOW:137	頼んだで、大神はん。	부탁한다，　오가미　씨．
S2M:M25LOW:138	dup=S2M:M01LOW:138	ウチらの力、見せたろうで！	우리　힘을　보여　주자！
S2M:M25LOW:139	dup=S2M:M01LOW:139	だ、大丈夫かいな、大神はん。	괜찮나，　오가미　씨．
S2M:M25LOW:140	dup=S2M:M01LOW:140	ほな、いってみよか！	그럼，　가　볼까！
S2M:M25LOW:141	dup=S2M:M01LOW:141	大神はん、\nウチにまーかしとき！	오가미　씨，\n나한테　맡겨！
S2M:M25LOW:142	dup=S2M:M01LOW:142	ウチががんばらんと！	내가　힘내야　해！
S2M:M25LOW:143	dup=S2M:M01LOW:143	や、やばいで……	이，　이거　위험해……
S2M:M25LOW:144	dup=S2M:M01LOW:144	お、おおきに、\n大神はん……	고，　고마워，\n오가미　씨……
S2M:M25LOW:145	dup=S2M:M01LOW:145	もう、そないなことされたら、\nウチ……	그렇게까지　해　주면，\n나……
S2M:M25LOW:146	dup=S2M:M01LOW:146	大神はんがおらんと、\nウチ……こまるんや。	오가미　씨가　없으면，\n나……　곤란해．
S2M:M25LOW:147	dup=S2M:M01LOW:147	そのへんで、堪忍や……	이쯤에서　봐줘……
S2M:M25LOW:148	dup=S2M:M01LOW:148	大神はん、すんまへん。	오가미　씨，　미안해．
S2M:M25LOW:149	dup=S2M:M01LOW:149	大神はん、その調子や！	오가미　씨，　그　기세야！
S2M:M25LOW:150	dup=S2M:M01LOW:150	ええ感じやで！　大神はん！	좋은데！　오가미　씨！
S2M:M25LOW:151	dup=S2M:M01LOW:151	いっちょあがりや！	한　건　해냈다！
S2M:M25LOW:152	dup=S2M:M01LOW:152	大神はん、\nやったで、ウチ！	오가미　씨，\n나　해냈어！
S2M:M25LOW:153	dup=S2M:M01LOW:153	ウチらの力を合わせれば、\n千人力や！	우리　힘을　합치면，\n천군만마야！
S2M:M25LOW:154	dup=S2M:M01LOW:154	少尉さん、\nお手並み拝見でーす！	소위님，\n실력을　보여　주세요ー！
S2M:M25LOW:155	dup=S2M:M01LOW:155	早く終わらせて帰りましょー。	빨리　끝내고　돌아가요ー．
S2M:M25LOW:156	dup=S2M:M01LOW:156	ちょっと、\nヤバそうってカンジ！	잠깐，\n좀　위험해　보이는　느낌！
S2M:M25LOW:157	dup=S2M:M01LOW:157	たのしいでーす！	재밌어요ー！
S2M:M25LOW:158	dup=S2M:M01LOW:158	わたしを見ていてくださーい！	저를　지켜봐　주세요ー！
S2M:M25LOW:159	dup=S2M:M10LOW:159	勝手にやらせてもらいまーす！	맘대로　하게　해　주세요ー！
S2M:M25LOW:160	dup=S2M:M01LOW:160	シャワー浴びたいでーす！	샤워하고　싶어요ー！
S2M:M25LOW:161	dup=S2M:M10LOW:161	あはっ！\n少尉さん、サンキュでーす！	아핫！\n소위님，　고마워요ー！
S2M:M25LOW:162	dup=S2M:M01LOW:162	少尉さん、\n無理しなくていいでーす……	소위님，\n무리하지　않아도　돼요……
S2M:M25LOW:163	dup=S2M:M01LOW:163	まったく、\nダメなオトコでーす！	정말이지，\n쓸모없는　남자네요ー！
S2M:M25LOW:164	dup=S2M:M01LOW:164	これ以上はカンベンでーす！	이　이상은　봐주겠어요ー！
S2M:M25LOW:165	dup=S2M:M01LOW:165	もうだめです。\n撤退します……隊長……	이젠　안　돼요．\n후퇴할게요……　대장……
S2M:M25LOW:166	dup=S2M:M01LOW:166	なかなかやるってカンジ！	제법인데요！
S2M:M25LOW:167	dup=S2M:M01LOW:167	少尉さん、\nちょーかっこいいでーす！	소위님，\n정말　멋져요ー！
S2M:M25LOW:168	dup=S2M:M01LOW:168	楽勝でーす！	거뜬해요ー！
S2M:M25LOW:169	dup=S2M:M01LOW:169	うふっ！\n拍手をくださーい！	후훗！\n박수　쳐　주세요ー！
S2M:M25LOW:170	dup=S2M:M01LOW:170	このデュオは最高でーす！	이　듀오는　최고예요ー！
S2M:M25LOW:171	dup=S2M:M01LOW:171	……行動開始。	……행동　개시．
S2M:M25LOW:172	dup=S2M:M07LOW:172	隊長、気を付けて。	대장님，　조심하세요．
S2M:M25LOW:173	dup=S2M:M01LOW:173	……危険だよ。	……위험해．
S2M:M25LOW:174	dup=S2M:M07LOW:174	いくよ！	가자！
S2M:M25LOW:175	dup=S2M:M07LOW:175	指示、よろしく。	지시，　잘　부탁해．
S2M:M25LOW:176	dup=S2M:M08LOW:176	ボクの力で……倒す……	내　힘으로…　쓰러뜨린다…
S2M:M25LOW:177	dup=S2M:M01LOW:177	機体の損傷が激しい……	기체　손상이　심해……
S2M:M25LOW:178	dup=S2M:M01LOW:178	………………	………………
S2M:M25LOW:179	dup=S2M:M07LOW:179	……ありがとう。	．．．고마워．
S2M:M25LOW:180	dup=S2M:M01LOW:180	隊長……しっかり……	대장……　정신　차려……
S2M:M25LOW:181	dup=S2M:M01LOW:181	一時、撤退……	일단　후퇴……
S2M:M25LOW:182	dup=S2M:M07LOW:182	隊長、\nあとは……よろしく。	대장，\n나머지는……　부탁해．
S2M:M25LOW:183	dup=S2M:M01LOW:183	目標、撃破確認……	목표　격파　확인……
S2M:M25LOW:184	dup=S2M:M07LOW:184	やるね、隊長。	잘하네，　대장．
S2M:M25LOW:185	dup=S2M:M01LOW:185	目標撃破……	목표　격파……
S2M:M25LOW:186	dup=S2M:M07LOW:186	隊長……\n次の指示を……	대장……\n다음　지시를……
S2M:M25LOW:187	dup=S2M:M01LOW:187	これが……ボクらの力……！	이게……　우리　힘……！
S2M:M25LOW:188	dup=S2M:M01LOW:188	そぉら、いくぜ！	자아，　간다！
S2M:M25LOW:189	dup=S2M:M01LOW:189	さぁ、楽しませてくれよ。	자，　즐겁게　해　줘．
S2M:M25LOW:190	dup=S2M:M01LOW:190	勝負は……これからだぜ！	승부는……　지금부터야！
S2M:M25LOW:191	dup=S2M:M01LOW:191	なかなか、\nやるじゃねぇか！	제법이군，\n잘하잖아！
S2M:M25LOW:192	dup=S2M:M01LOW:192	おもしれぇ……	재밌군……
S2M:M25LOW:193	dup=S2M:M01LOW:193	大丈夫か、水狐。	괜찮나，　수호．
S2M:M25LOW:194	dup=S2M:M01LOW:194	華麗に燃やしてあげますよ……	화려하게　태워　드리죠……
S2M:M25LOW:195	dup=S2M:M01LOW:195	覚悟してください。	각오하세요．
S2M:M25LOW:196	dup=S2M:M01LOW:196	あははははは！	아하하하하하！
S2M:M25LOW:197	dup=S2M:M01LOW:197	燃やしつくしてやる！	모조리　태워　주마！
S2M:M25LOW:198	dup=S2M:M01LOW:198	ご……ゴミが……	쓰……　쓰레기가……
S2M:M25LOW:199	dup=S2M:M01LOW:199	私の戦いを見せてあげる。	내　싸움을　보여　주지．
S2M:M25LOW:200	dup=S2M:M01LOW:200	やさしくしてあげるわ。	상냥하게　해　줄게．
S2M:M25LOW:201	dup=S2M:M01LOW:201	ふふふ……負けないわよ。	후후후…　지지　않을　거야．
S2M:M25LOW:202	dup=S2M:M01LOW:202	やるわね。\nさすが華撃団……	잘하네．\n역시　화격단……
S2M:M25LOW:203	dup=S2M:M01LOW:203	くっ……\nこれほどとはね……	큭……\n이　정도일　줄이야……
S2M:M25LOW:204	dup=S2M:M01LOW:204	さぁ、ワシの番じゃな。	자，　내　차례로구나．
S2M:M25LOW:205	dup=S2M:M01LOW:205	ワシの計算にぬかりはないぞ。	내　계산엔　빈틈없다．
S2M:M25LOW:206	dup=S2M:M01LOW:206	こ、このままでは\n終わらぬぞ……	이，　이대로는\n끝나지　않아……
S2M:M25LOW:207	dup=S2M:M01LOW:207	これも計算のうちじゃ。	이것도　계산　안이야．
S2M:M25LOW:208	dup=S2M:M01LOW:208	ぬうっ……\nこれは計算外じゃ……	으으……\n이건　계산　밖이야……
S2M:M25LOW:209	dup=S2M:M01LOW:209	狩りとってやる！	사냥해　주마！
S2M:M25LOW:210	dup=S2M:M01LOW:210	今、楽にしてやるからな。	지금　편하게　해　주마．
S2M:M25LOW:211	dup=S2M:M01LOW:211	ひ、ひねり殺してやる！	비，　비틀어　죽여　주마！
S2M:M25LOW:212	dup=S2M:M01LOW:212	勝ったと思うなよ……	이겼다고　생각하지　마……
S2M:M25LOW:213	dup=S2M:M01LOW:213	まだ、終わりではないぞ！	아직　끝나지　않았다！
S2M:M25LOW:214	dup=S2M:M01LOW:214	終わりにしてやる。	끝내　주마．
S2M:M25LOW:215	dup=S2M:M01LOW:215	いくぞ！　華撃団っ！	간다！　화격단！
S2M:M25LOW:216	dup=S2M:M01LOW:216	まだ、まだだっ！	아직，　아직이다！
S2M:M25LOW:217	dup=S2M:M01LOW:217	腕を上げたな……	실력이　늘었구나……
S2M:M25LOW:218	dup=S2M:M01LOW:218	ぐっ……\nわたしの復讐が……	큭……\n내　복수가……
S2M:M25LOW:219	dup=S2M:M01LOW:219	容赦はせぬぞ……	봐주지　않겠다……
S2M:M25LOW:220	dup=S2M:M01LOW:220	お前たちの罪を知れ……	너희의　죄를　깨달아라……
S2M:M25LOW:221	dup=S2M:M01LOW:221	戦いとはいつも無常だ……	싸움은　언제나　덧없다……
S2M:M25LOW:222	dup=S2M:M01LOW:222	愛は死んだ……	사랑은　죽었다……
S2M:M25LOW:223	dup=S2M:M01LOW:223	ぬぅ……やるな……	으음……　제법이군……
S2M:M25LOW:224		我の……糧となれ……	내……　양식이　되어라……
S2M:M25LOW:225		これが”力”だ……	이것이　「힘」이다……
S2M:M25LOW:226		いいぞ……	좋아……
S2M:M25LOW:227		そう……そうだ！	그래……　그래！
S2M:M25LOW:228	dup=S2M:M01LOW:196	あははははは！	아하하하하하！
S2M:M26LOW:0		ふう……\n終わったな。	후우……\n끝났군．
S2M:M26LOW:1		はいっ！\n久しぶりの戦闘で\n緊張してしまいました。	네！\n오랜만의　전투라\n긴장했어요．
S2M:M26LOW:2		えへっ！\nアイリスもがんばったよ！	에헷！\n아이리스도　힘냈어！
S2M:M26LOW:3		あーあ！　早くもどって\nシャワーでも浴びたいでーす！	아아！　빨리　돌아가\n샤워하고　싶어요ー！
S2M:M26LOW:4		フフフ……	후후후……
S2M:M26LOW:5		……こ、この異常な妖力は〓	……이，이　이상한　요력은⁉
S2M:M26LOW:6		ああっ！\nあれ……何〓	앗！\n저건……뭐야⁉
S2M:M26LOW:7		な……何者だっ〓	누，　누구냐⁉
S2M:M26LOW:8		ひさしぶりだな……\n帝国華撃団。	오랜만이군……\n제국화격단．
S2M:M26LOW:9		お、おまえは∈\nま、まさか……\n葵叉丹〓	너，　너는‼\n서，　설마……\n아오이　사탄⁉
S2M:M26LOW:10		あおい……さたん？\n誰ですか、それー？	아오이……　사탄？\n누구예요，　그게ー？
S2M:M26LOW:11		一年前……魔の力を利用して\nこの帝都を滅ぼそうとした\n恐ろしい男です。	１년　전……　마의　힘으로\n이　제도를　멸망시키려　한\n무서운　남자예요．
S2M:M26LOW:12		でも、叉丹は\n滅んだはずなのに……\nなぜ……？	하지만　사탄은\n죽었을　텐데……\n왜……？
S2M:M26LOW:13		葵……叉丹……？\nそれは偽りの名……\n偽りの生……	아오이……　사탄……？\n그건　거짓　이름……\n거짓된　삶……
S2M:M26LOW:14		反魂の術によって\n我はふたたびよみがえった！	반혼술로\n나는　다시　되살아났다！
S2M:M26LOW:15		……は、反魂の術〓	……바，　반혼의　술법⁉
S2M:M26LOW:16		誰がお前を\nよみがえらせたんだ？\n一体、何のために〓	누가　너를\n되살린　거냐？\n대체　무엇을　위해⁉
S2M:M26LOW:17		お前たちが\nそれを知る必要は……ない。	너희가\n그걸　알　필요는……　없다．
S2M:M26LOW:18		もー！　何やってんですかー？\n昔の敵だかなんだか\n知りませんけどー……	정말ー！　뭐　하는\n거예요ー？　옛날　적이든\n뭐든　상관없지만ー……
S2M:M26LOW:19		あの人が敵のリーダーなら、\nわたしがさっさと、\nやっつけちゃいまーす∈	저　사람이　적　우두머리라면\n제가　후딱\n해치워　버릴게요오‼
S2M:M26LOW:20		きさまらごときが\n勝てるものか……	너희　따위가　이길　수　있을\n것　같으냐……
S2M:M26LOW:21		この帝都の怨念の\n加護を得た、この……私に∈	이　제도의　원념의　가호를\n얻은，　이……나에게‼
S2M:M26LOW:22		私の前から……消えろ∈	내　앞에서……사라져라‼
S2M:M26LOW:23		きゃあああ∈	꺄아아아‼
S2M:M26LOW:24		織姫さーん∈	오리히메　씨이‼
S2M:M26LOW:25		織姫ー∈	오리히메에‼
S2M:M26LOW:26		お前は目ざわりだ……\n消えろ、小娘……	너는　눈에　거슬리는군……\n꺼져라，　계집애……
S2M:M26LOW:27		織姫くん∈	오리히메　양‼
S2M:M26LOW:28		織姫をかばう。	오리히메를　감싼다．
S2M:M26LOW:29		織姫くん、危ないっ∈	오리히메　양，　위험해‼
S2M:M26LOW:30		うぬっ！　邪魔だてするか\n大神一郎∈	으윽！　방해할　셈이냐\n오가미　이치로‼
S2M:M26LOW:31		貴様にやらせるわけには\n……いかない。織姫くんは\n俺の大事な仲間なんだ。	네놈에게　당하게　둘　순……\n없다．　오리히메　군은\n내　소중한　동료야．
S2M:M26LOW:32		……しょ、少尉さん〓	……소，　소위님⁉
S2M:M26LOW:33		だ、大丈夫か……？\n織姫くん……	다，　다친　데　없나……？\n오리히메　군……
S2M:M26LOW:34		……なぜ、\nかばってくれたのですか？	……왜\n감싸　주신　건가요？
S2M:M26LOW:35		……あ、あたりまえだろ？\n君は花組の隊員で、そして\n俺たちの仲間だ……	……당연하잖아？　너는　화조\n대원이고，　그리고　우리\n동료니까……
S2M:M26LOW:36		仲……間……？	동……　료……？
S2M:M26LOW:37		織姫くん。君が俺のことを、\nどう思っているかは\n知っているつもりだ。	오리히메　군．　네가　나를\n어떻게　생각하는지는\n알고　있다고　생각해．
S2M:M26LOW:38		だが、\nこれだけは覚えておいてくれ。	하지만，\n이것만은　기억해　줘．
S2M:M26LOW:39		俺は、花組の隊長だ。\n花組の隊員は、必ず\n守って見せる！	나는　꽃조의　대장이다．\n꽃조　대원은　반드시\n지켜　보이겠다！
S2M:M26LOW:40		信頼しあい、助け合い、\n共に戦う……\nそれが、仲間じゃないか！	서로　믿고，　서로　돕고，\n함께　싸우는　것……\n그게　동료　아니겠어！
S2M:M26LOW:41		少尉……さん……	소위……　님……
S2M:M26LOW:42		……お、織姫くんっ∈	……오，　오리히메　양‼
S2M:M26LOW:43		うぬっ！　邪魔だてするか\n真宮寺さくら∈	으윽！　방해할　셈이냐\n마미야지　사쿠라‼
S2M:M26LOW:44		やらせるわけにはいかないわ！\n織姫さんは……あたしたちの\n大切な仲間なんです。	그렇게　두지　않겠어！\n오리히메　씨는……　우리\n소중한　동료예요．
S2M:M26LOW:45		……さ、さくら〓	……사，　사쿠라⁉
S2M:M26LOW:46		大丈夫？\n織姫さん……	괜찮아？\n오리히메　씨……
S2M:M26LOW:47		……なぜ、\nかばったのです？	……왜，\n감싸　주신　거예요？
S2M:M26LOW:48		仲間だからです！	동료이기　때문이에요！
S2M:M26LOW:49		あたしが倒れた時は、\n大神さんが助けてくれます。	제가　쓰러지면\n오가미　씨가　구해　줘요．
S2M:M26LOW:50		大神さんが倒れたときは、\nアイリスが……	오가미　씨가　쓰러지면\n아이리스가……
S2M:M26LOW:51		アイリスが倒れた時は、\n花組の仲間が……\n必ず助けに来てくれます！	아이리스가　쓰러지면\n화조　동료가……\n반드시　구하러　와　줘요！
S2M:M26LOW:52		仲間……	동료……
S2M:M26LOW:53		そう、あたしたちは、\nお互い信じあい、協力しあう\n大切な仲間なんです！	그래，　우리는\n서로　믿고　협력하는\n소중한　동료예요！
S2M:M26LOW:54		さくら。	사쿠라．
S2M:M26LOW:55		…………	…………
S2M:M26LOW:56		あーあ。本当に\nおせっかいが好きな人たち……	정말……\n참　오지랖도　넓네……
S2M:M26LOW:57		でも、このムカつく\n敵を倒さないと、\n気分悪いです。	하지만　이　재수　없는\n적을　쓰러뜨리지　않으면\n기분이　나빠요．
S2M:M26LOW:58		それじゃ、みなさん。\nがんばって、わたしに\n協力してくださーい！	그럼　여러분．\n힘내서　저를\n도와주세요ー！
S2M:M26LOW:59		はい！	네！
S2M:M26LOW:60		アイリスもがんばるよーっ！	아이리스도　힘낼게ー！
S2M:M26LOW:61		よーし、みんな！\n勝負はこれからだ∈	좋아，　모두！\n승부는　지금부터다‼
S2M:M26LOW:62		……ふっ、ほざけ！	……훗，　지껄여라！
S2M:M26LOW:63		我が愛刀・光刀無形が\n貴様ら全員、\n骨まで消しさってくれるわ！	내　애도　광도무형이\n네놈들　전부를\n뼈까지　없애　주마！
S2M:M26LOW:64		くっ……あの恐るべき敵が\nまた俺たちの前に\nあらわれるとは……	큭……　저　무서운　적이\n다시　우리　앞에\n나타나다니……
S2M:M27LOW:0	dup=S2M:M01LOW:0	疾きこと風のごとく……\n移動力重視の作戦だ！	빠르기는　바람처럼……\n이동력　중시　작전이다！
S2M:M27LOW:1	dup=S2M:M01LOW:1	今は、この命令を出している。\n移動力を活かして戦おう。	현재　명령은　이것이다．\n이동력을　살려　싸우자．
S2M:M27LOW:2	dup=S2M:M01LOW:2	花組各員に通達！\n「風」作戦を開始するぞ！	화조　전원에게　통보！\n「풍」　작전　개시다！
S2M:M27LOW:3	dup=S2M:M01LOW:3	林のように心静かに……\n本来の力を引き出すんだ！	숲처럼　마음을　고요히……\n본래의　힘을　끌어내자！
S2M:M27LOW:4	dup=S2M:M01LOW:4	今は、この命令を出している。\n本来の力で敵に立ち向かおう。	현재　명령은　이것이다．\n본래의　힘으로　맞서자．
S2M:M27LOW:5	dup=S2M:M01LOW:5	花組各員に通達！\n「林」作戦を開始するぞ！	화조　전원에게　통보！\n「림」　작전　개시다！
S2M:M27LOW:6	dup=S2M:M01LOW:6	炎のように熱く燃える……\n攻撃力重視の作戦だ！	불처럼　뜨겁게　타오르는……\n공격력　중시　작전이다！
S2M:M27LOW:7	dup=S2M:M01LOW:7	今は、この命令を出している。\n攻撃力を活かして戦おう。	현재　명령은　이것이다．\n공격력을　살려　싸우자．
S2M:M27LOW:8	dup=S2M:M01LOW:8	花組各員に通達！\n「火」作戦を開始するぞ！	화조　전원에게　통보！\n「화」　작전　개시다！
S2M:M27LOW:9	dup=S2M:M01LOW:9	構えること山のごとく……\n防御力重視の作戦だ！	산처럼　굳건히　버티는……\n방어력　중시　작전이다！
S2M:M27LOW:10	dup=S2M:M01LOW:10	今は、この命令を出している。\n防御力を活かして戦おう。	현재　명령은　이것이다．\n방어력을　살려　싸우자．
S2M:M27LOW:11	dup=S2M:M01LOW:11	花組各員に通達！\n「山」作戦を開始するぞ！	화조　전원에게　통보！\n「산」　작전　개시다！
S2M:M27LOW:12	dup=S2M:M01LOW:12	このままの作戦でいくぞ！	이대로　작전을　계속한다！
S2M:M27LOW:13	dup=S2M:M01LOW:13	了解！	알겠습니다！
S2M:M27LOW:14		金剛が乗る魔操機兵、\n「大日剣」を\n破壊してください！	금강이　탄　마조기병，\n「대일검」을\n파괴해　주세요！
S2M:M27LOW:15	dup=S2M:M08LOW:15	０メッセージ１－２	０메시지１－２
S2M:M27LOW:16	dup=S2M:M01LOW:16	０メッセージ１－３	０메시지１－３
S2M:M27LOW:17	dup=S2M:M12LOW:17	門の外に出て、\n土機を撃破するのよ！	문　밖으로　나가，\n토기를　격파해！
S2M:M27LOW:18	dup=S2M:M12LOW:18	敵の大将、土は、\n攻撃回数が多いわ。\n気をつけるのよ！	적장　토지구모는\n공격　횟수가　많아．\n조심해！
S2M:M27LOW:19	dup=S2M:M01LOW:19	０メッセージ２－３	０메시지２－３
S2M:M27LOW:20	dup=S2M:M02LOW:20	大神さん、山崎は強いわ。\n一時撤退しましょう！	야마자키는　강해요．\n일단　후퇴하죠！
S2M:M27LOW:21	dup=S2M:M01LOW:21	０メッセージ３－２	０메시지３－２
S2M:M27LOW:22	dup=S2M:M01LOW:22	０メッセージ３－３	０메시지３－３
