key	file	index	id	flags	ja	ko
S2:SYS16:158	SYS16.MES	158	1c2200dc	dup=S2:STNSYS00:158	わたしを見ていてくださーい！	저를　지켜봐　주세요ー！
S2:SYS16:159	SYS16.MES	159	1c270259	dup=S2:STNSYS01:159	勝手にやらせてもらいまーす！	맘대로　하게　해　주세요ー！
S2:SYS16:160	SYS16.MES	160	1c2600de	dup=S2:STNSYS00:160	シャワー浴びたいでーす！	샤워하고　싶어요ー！
S2:SYS16:161	SYS16.MES	161	1c22025a	dup=S2:STNSYS01:161	あはっ！\n少尉さん、サンキュでーす！	아핫！\n소위님，　고마워요ー！
S2:SYS16:162	SYS16.MES	162	1c2500e0	dup=S2:STNSYS00:162	少尉さん、\n無理しなくていいでーす……	소위님，\n무리하지　않아도　돼요……
S2:SYS16:163	SYS16.MES	163	1c220257	dup=S2:STNSYS00:163	まったく、\nダメなオトコでーす！	정말이지，\n쓸모없는　남자네요ー！
S2:SYS16:164	SYS16.MES	164	1c2600e2	dup=S2:STNSYS00:164	これ以上はカンベンでーす！	이　이상은　봐주겠어요ー！
S2:SYS16:165	SYS16.MES	165	1c2300e3	dup=S2:STNSYS00:165	もうだめです。\n撤退します……隊長……	이젠　안　돼요．\n후퇴할게요……　대장……
S2:SYS16:166	SYS16.MES	166	1c2000e4	dup=S2:STNSYS00:166	なかなかやるってカンジ！	제법인데요！
S2:SYS16:167	SYS16.MES	167	1c2200e5	dup=S2:STNSYS00:167	少尉さん、\nちょーかっこいいでーす！	소위님，\n정말　멋져요ー！
S2:SYS16:168	SYS16.MES	168	1c2000e6	dup=S2:STNSYS00:168	楽勝でーす！	거뜬해요ー！
S2:SYS16:169	SYS16.MES	169	1c2200e7	dup=S2:STNSYS00:169	うふっ！\n拍手をくださーい！	후훗！\n박수　쳐　주세요ー！
S2:SYS16:170	SYS16.MES	170	1c2500e8	dup=S2:STNSYS00:170	このデュオは最高でーす！	이　듀오는　최고예요ー！
S2:SYS16:171	SYS16.MES	171	200800f5	dup=S2:STNSYS00:171	……行動開始。	……행동　개시．
S2:SYS16:172	SYS16.MES	172	200800f6	dup=S2:STNSYS00:172	隊長、気を付けて。	대장님，　조심하세요．
S2:SYS16:173	SYS16.MES	173	200800f7	dup=S2:STNSYS00:173	……危険だよ。	……위험해．
S2:SYS16:174	SYS16.MES	174	200800f8	dup=S2:STNSYS00:174	いくよ！	가자！
S2:SYS16:175	SYS16.MES	175	200800f9	dup=S2:STNSYS00:175	指示、よろしく。	지시，　잘　부탁해．
S2:SYS16:176	SYS16.MES	176	2008025b	dup=S2:STNSYS01:176	ボクの力で……倒す……	내　힘으로…　쓰러뜨린다…
S2:SYS16:177	SYS16.MES	177	200800fb	dup=S2:STNSYS00:177	機体の損傷が激しい……	기체　손상이　심해……
S2:SYS16:178	SYS16.MES	178	200c7fff	dup=S1A:0101tbl:81	………………	………………
S2:SYS16:179	SYS16.MES	179	200d00fc	dup=S1A:0306tbl:233	……ありがとう。	．．．고마워．
S2:SYS16:180	SYS16.MES	180	20090258	dup=S2:STNSYS00:180	隊長……しっかり……	대장……　정신　차려……
S2:SYS16:181	SYS16.MES	181	200800fe	dup=S2:STNSYS00:181	一時、撤退……	일단　후퇴……
S2:SYS16:182	SYS16.MES	182	200b00ff	dup=S2:STNSYS00:182	隊長、\nあとは……よろしく。	대장，\n나머지는……　부탁해．
S2:SYS16:183	SYS16.MES	183	20080100	dup=S2:STNSYS00:183	目標、撃破確認……	목표　격파　확인……
S2:SYS16:184	SYS16.MES	184	20080101	dup=S2:STNSYS00:184	やるね、隊長。	잘하네，　대장．
S2:SYS16:185	SYS16.MES	185	20080102	dup=S2:STNSYS00:185	目標撃破……	목표　격파……
S2:SYS16:186	SYS16.MES	186	20080103	dup=S2:STNSYS00:186	隊長……\n次の指示を……	대장……\n다음　지시를……
S2:SYS16:187	SYS16.MES	187	200c0104	dup=S2:STNSYS00:187	これが……ボクらの力……！	이게……　우리　힘……！
S2:SYS16:188	SYS16.MES	188	47e90111	dup=S2:STNSYS00:188	そぉら、いくぜ！	자아，　간다！
S2:SYS16:189	SYS16.MES	189	47e90112	dup=S2:STNSYS00:189	さぁ、楽しませてくれよ。	자，　즐겁게　해　줘．
S2:SYS16:190	SYS16.MES	190	47e70113	dup=S2:STNSYS00:190	勝負は……これからだぜ！	승부는……　지금부터야！
S2:SYS16:191	SYS16.MES	191	47e80114	dup=S2:STNSYS00:191	なかなか、\nやるじゃねぇか！	제법이군，\n잘하잖아！
S2:SYS16:192	SYS16.MES	192	47e10115	dup=S2:STNSYS00:192	おもしれぇ……	재밌군……
S2:SYS16:193	SYS16.MES	193	47e90116	dup=S2:STNSYS00:193	大丈夫か、水狐。	괜찮나，　수호．
S2:SYS16:194	SYS16.MES	194	4bd1011f	dup=S2:STNSYS00:194	華麗に燃やしてあげますよ……	화려하게　태워　드리죠……
S2:SYS16:195	SYS16.MES	195	4bc90120	dup=S2:STNSYS00:195	覚悟してください。	각오하세요．
S2:SYS16:196	SYS16.MES	196	4bd10121	dup=S2:STNSYS00:196	あははははは！	아하하하하하！
S2:SYS16:197	SYS16.MES	197	4bcf0122	dup=S2:STNSYS00:197	燃やしつくしてやる！	모조리　태워　주마！
S2:SYS16:198	SYS16.MES	198	4bd00123	dup=S2:STNSYS00:198	ご……ゴミが……	쓰……　쓰레기가……
S2:SYS16:199	SYS16.MES	199	5781012c	dup=S2:STNSYS00:199	私の戦いを見せてあげる。	내　싸움을　보여　주지．
S2:SYS16:200	SYS16.MES	200	5789012d	dup=S2:STNSYS00:200	やさしくしてあげるわ。	상냥하게　해　줄게．
S2:SYS16:201	SYS16.MES	201	5781012e	dup=S2:STNSYS00:201	ふふふ……負けないわよ。	후후후…　지지　않을　거야．
S2:SYS16:202	SYS16.MES	202	5781012f	dup=S2:STNSYS00:202	やるわね。\nさすが華撃団……	잘하네．\n역시　화격단……
S2:SYS16:203	SYS16.MES	203	57880130	dup=S2:STNSYS00:203	くっ……\nこれほどとはね……	큭……\n이　정도일　줄이야……
S2:SYS16:204	SYS16.MES	204	53a10139	dup=S2:STNSYS00:204	さぁ、ワシの番じゃな。	자，　내　차례로구나．
S2:SYS16:205	SYS16.MES	205	53a1013a	dup=S2:STNSYS00:205	ワシの計算にぬかりはないぞ。	내　계산엔　빈틈없다．
S2:SYS16:206	SYS16.MES	206	53a0013b	dup=S2:STNSYS00:206	こ、このままでは\n終わらぬぞ……	이，　이대로는\n끝나지　않아……
S2:SYS16:207	SYS16.MES	207	53a1013c	dup=S2:STNSYS00:207	これも計算のうちじゃ。	이것도　계산　안이야．
S2:SYS16:208	SYS16.MES	208	4fb4013d	dup=S2:STNSYS00:208	ぬうっ……\nこれは計算外じゃ……	으으……\n이건　계산　밖이야……
S2:SYS16:209	SYS16.MES	209	4fb90146	dup=S2:STNSYS00:209	狩りとってやる！	사냥해　주마！
S2:SYS16:210	SYS16.MES	210	4fb90147	dup=S2:STNSYS00:210	今、楽にしてやるからな。	지금　편하게　해　주마．
S2:SYS16:211	SYS16.MES	211	4fb70148	dup=S2:STNSYS00:211	ひ、ひねり殺してやる！	비，　비틀어　죽여　주마！
S2:SYS16:212	SYS16.MES	212	4fb10149	dup=S2:STNSYS00:212	勝ったと思うなよ……	이겼다고　생각하지　마……
S2:SYS16:213	SYS16.MES	213	4fb8014a	dup=S2:STNSYS00:213	まだ、終わりではないぞ！	아직　끝나지　않았다！
S2:SYS16:214	SYS16.MES	214	a1c10153	dup=S2:STNSYS00:214	終わりにしてやる。	끝내　주마．
S2:SYS16:215	SYS16.MES	215	a1bf0154	dup=S2:STNSYS00:215	いくぞ！　華撃団っ！	간다！　화격단！
S2:SYS16:216	SYS16.MES	216	a1c00155	dup=S2:STNSYS00:216	まだ、まだだっ！	아직，　아직이다！
S2:SYS16:217	SYS16.MES	217	a1b90156	dup=S2:STNSYS00:217	腕を上げたな……	실력이　늘었구나……
S2:SYS16:218	SYS16.MES	218	a1c00157	dup=S2:STNSYS00:218	ぐっ……\nわたしの復讐が……	큭……\n내　복수가……
S2:SYS16:219	SYS16.MES	219	43f9015e	dup=S2:STNSYS00:219	容赦はせぬぞ……	봐주지　않겠다……
S2:SYS16:220	SYS16.MES	220	43f9015f	dup=S2:STNSYS00:220	お前たちの罪を知れ……	너희의　죄를　깨달아라……
S2:SYS16:221	SYS16.MES	221	43f90160	dup=S2:STNSYS00:221	戦いとはいつも無常だ……	싸움은　언제나　덧없다……
S2:SYS16:222	SYS16.MES	222	43f90161	dup=S2:STNSYS00:222	愛は死んだ……	사랑은　죽었다……
S2:SYS16:223	SYS16.MES	223	44000162	dup=S2:STNSYS00:223	ぬぅ……やるな……	으음……　제법이군……
S2:SYS16:224	SYS16.MES	224	4017016b	dup=S2:STNSYS00:224	私に触れるな！	나에게　손대지　마！
S2:SYS16:225	SYS16.MES	225	4017016c	dup=S2:STNSYS00:225	帝都の恨みは、\nこの程度ではないぞ……	제도의　원한은，\n이　정도가　아니다……
S2:SYS16:226	SYS16.MES	226	4011016d	dup=S2:STNSYS00:226	最後に勝つのは……私だ！	최후의　승자는……　나다！
S2:SYS16:227	SYS16.MES	227	4018016e	dup=S2:STNSYS00:227	この程度で……ぬうっ！	이　정도로……　으음！
S2:SYS16:228	SYS16.MES	228	4018016f	dup=S2:STNSYS00:228	思い上がるな……\n偽善者めっ！	우쭐대지　마……\n위선자　자식！
S2:SYS17:0	SYS17.MES	0	02587fff	dup=S2:STNSYS00:0	疾きこと風のごとく……\n移動力重視の作戦だ！	빠르기는　바람처럼……\n이동력　중시　작전이다！
S2:SYS17:1	SYS17.MES	1	02587fff	dup=S2:STNSYS00:1	今は、この命令を出している。\n移動力を活かして戦おう。	현재　명령은　이것이다．\n이동력을　살려　싸우자．
S2:SYS17:2	SYS17.MES	2	02597fff	dup=S2:STNSYS00:2	花組各員に通達！\n「風」作戦を開始するぞ！	화조　전원에게　통보！\n「풍」　작전　개시다！
S2:SYS17:3	SYS17.MES	3	02587fff	dup=S2:STNSYS00:3	林のように心静かに……\n本来の力を引き出すんだ！	숲처럼　마음을　고요히……\n본래의　힘을　끌어내자！
S2:SYS17:4	SYS17.MES	4	02587fff	dup=S2:STNSYS00:4	今は、この命令を出している。\n本来の力で敵に立ち向かおう。	현재　명령은　이것이다．\n본래의　힘으로　맞서자．
S2:SYS17:5	SYS17.MES	5	02597fff	dup=S2:STNSYS00:5	花組各員に通達！\n「林」作戦を開始するぞ！	화조　전원에게　통보！\n「림」　작전　개시다！
S2:SYS17:6	SYS17.MES	6	02587fff	dup=S2:STNSYS00:6	炎のように熱く燃える……\n攻撃力重視の作戦だ！	불처럼　뜨겁게　타오르는……\n공격력　중시　작전이다！
S2:SYS17:7	SYS17.MES	7	02587fff	dup=S2:STNSYS00:7	今は、この命令を出している。\n攻撃力を活かして戦おう。	현재　명령은　이것이다．\n공격력을　살려　싸우자．
S2:SYS17:8	SYS17.MES	8	02597fff	dup=S2:STNSYS00:8	花組各員に通達！\n「火」作戦を開始するぞ！	화조　전원에게　통보！\n「화」　작전　개시다！
S2:SYS17:9	SYS17.MES	9	02587fff	dup=S2:STNSYS00:9	構えること山のごとく……\n防御力重視の作戦だ！	산처럼　굳건히　버티는……\n방어력　중시　작전이다！
S2:SYS17:10	SYS17.MES	10	02587fff	dup=S2:STNSYS00:10	今は、この命令を出している。\n防御力を活かして戦おう。	현재　명령은　이것이다．\n방어력을　살려　싸우자．
S2:SYS17:11	SYS17.MES	11	02597fff	dup=S2:STNSYS00:11	花組各員に通達！\n「山」作戦を開始するぞ！	화조　전원에게　통보！\n「산」　작전　개시다！
S2:SYS17:12	SYS17.MES	12	02597fff	dup=S2:STNSYS00:12	このままの作戦でいくぞ！	이대로　작전을　계속한다！
S2:SYS17:13	SYS17.MES	13	ea6002c2	dup=S1A:0102tbl:383	了解！	알겠습니다！
S2:SYS17:14	SYS17.MES	14	38a57fff		鬼王の乗る魔操機兵、\n「闇神威」を破壊して！	귀왕이　탄　마조기병，\n「암신위」를　파괴해！
S2:SYS17:15	SYS17.MES	15	ffff7fff	dup=S2:STNSYS00:15	０メッセージ１－２	０메시지１－２
S2:SYS17:16	SYS17.MES	16	ffff7fff	dup=S2:STNSYS00:16	０メッセージ１－３	０메시지１－３
S2:SYS17:17	SYS17.MES	17	ffff7fff	dup=S2:STNSYS00:17	門の外に出て、\n土機を撃破するのよ！	문　밖으로　나가，\n토기를　격파해！
S2:SYS17:18	SYS17.MES	18	ffff7fff	dup=S2:STNSYS00:18	敵の大将、土は、\n攻撃回数が多いわ。\n気をつけるのよ！	적장　토지구모는\n공격　횟수가　많아．\n조심해！
S2:SYS17:19	SYS17.MES	19	ffff7fff	dup=S2:STNSYS00:19	０メッセージ２－３	０메시지２－３
S2:SYS17:20	SYS17.MES	20	ffff7fff	dup=S2:STNSYS00:20	大神さん、山崎は強いわ。\n一時撤退しましょう！	야마자키는　강해요．\n일단　후퇴하죠！
S2:SYS17:21	SYS17.MES	21	ffff7fff	dup=S2:STNSYS00:21	０メッセージ３－２	０메시지３－２
S2:SYS17:22	SYS17.MES	22	ffff7fff	dup=S2:STNSYS00:22	０メッセージ３－３	０메시지３－３
S2:SYS17:23	SYS17.MES	23	02587fff	dup=S2:STNSYS00:23	花組の隊長、大神一郎。\n高い戦闘力と、\n勇敢な心を持っている。	화조　대장，　오오가미．\n높은　전투력과\n용감한　마음을　지녔다．
S2:SYS17:24	SYS17.MES	24	04b27fff	dup=S2:STNSYS00:24	北辰一刀流、真宮寺さくら。\n素早い動きで、\n敵を一刀両断する。	북진일도류，　사쿠라．\n빠른　움직임으로\n적을　일도양단한다．
S2:SYS17:25	SYS17.MES	25	08987fff	dup=S2:STNSYS00:25	神崎風塵流、神崎すみれ。\n華麗なナギナタの技は、\n見るものの心をもとらえる。	칸자키　풍진류，　스미레．\n화려한　나기나타　기술은\n보는　이의　마음마저　홀려．
S2:SYS17:26	SYS17.MES	26	0c807fff	dup=S2:STNSYS00:26	射撃手、マリア・タチバナ。\n氷の銃弾は、狙った\n獲物を決して逃さない。	사격수，　마리아．\n얼음　탄환은　노린\n먹이를　놓치지　않는다．
S2:SYS17:27	SYS17.MES	27	10687fff	dup=S2:STNSYS00:27	桐島流空手、桐島カンナ。\n圧倒的なパワーで、むらがる\n敵を粉砕する。	가라테의　달인，　칸나．\n압도적　파워로　몰려드는\n적을　분쇄한다．
S2:SYS17:28	SYS17.MES	28	14507fff	dup=S2:STNSYS00:28	花組のマスコット、アイリス。\n超能力を使った、\n不思議な攻撃で敵と戦う。	화조의　마스코트，\n아이리스．\n초능력으로　적과　싸운다．
S2:SYS17:29	SYS17.MES	29	18387fff	dup=S2:STNSYS00:29	発明家、李紅蘭。\n次々に繰り出す発明品で、\n敵味方をあっといわせるぞ。	발명가，　코란．\n신제품을　잇달아　내놓아\n적과　아군을　놀라게　한다．
S2:SYS17:30	SYS17.MES	30	1c217fff	dup=S2:STNSYS00:30	元星組隊員、ソレッタ・織姫。\nイタリアンローズの機体に乗り\n赤い貴族と呼ばれている。	전　별조　대원，　오리히메．\n이탈리안　로즈를　타고\n붉은　귀족이라　불린다．
S2:SYS17:31	SYS17.MES	31	20087fff	dup=S2:STNSYS00:31	レニ・ミルヒシュトラーセ。\n戦闘のプロとして、正確な\n無駄のない攻撃を行う。	레니　밀히슈트라세．　전투의\n프로답게　정확하고　군더더기\n없는　공격을　한다．
S2:SYS17:32	SYS17.MES	32	06407fff	dup=S2:SYS05:32	魔操機兵、脇侍・改。\n長剣を装備したものは、\nイ型乙と呼ばれる。	마조기병，　협시・개．\n장검을　장비한　것은\n이형　을이라　부른다．
S2:SYS17:33	SYS17.MES	33	06407fff	dup=S2:SYS10:33	魔操機兵、脇侍・改。\n戦闘力を高めた状態で、\n量産化に成功した機体。	마조기병，　협시・개．\n전투력을　높인　상태로\n양산에　성공한　기체．
S2:SYS17:34	SYS17.MES	34	07087fff		魔操機兵、脇侍・改。\n支援用の、強力な機体だが、\n開発が難しく、数が少ない。	마조기병，　협시・개．\n지원용　강력　기체지만\n개발이　어려워　수가　적다．
S2:SYS17:35	SYS17.MES	35	09607fff	dup=S2:SYS05:35	魔操機兵、脇侍・改。\n大砲を装備しているものは、\nハ型と呼ばれる。	마조기병，　협시・개．\n대포를　장비한　것은\n하형이라　부른다．
S2:SYS17:36	SYS17.MES	36	09607fff	dup=S2:SYS05:35	魔操機兵、脇侍・改。\n大砲を装備しているものは、\nハ型と呼ばれる。	마조기병，　협시・개．\n대포를　장비한　것은\n하형이라　부른다．
S2:SYS17:37	SYS17.MES	37	09607fff	dup=S2:SYS09:37	魔操機兵、脇侍・改。\n散弾を使用しており、\n１発の威力は比較的小さい。	마조기병，　협시・개．\n산탄을　사용하며　한　발\n위력은　비교적　낮다．
S2:SYS17:38	SYS17.MES	38	43f97fff		魔操機兵「闇神威」\n鬼王の力により、大幅に\n性能が上昇している。	마조기병　「암신위」\n귀왕의　힘으로　성능이\n대폭　상승했다．
S2:SYS17:39	SYS17.MES	39	ea607fff	dup=S2:SYS01:34	「蒸気火箭」\n木喰が創り出した兵器で、\n高い攻撃力を持っている。	「증기화전」\n모쿠지키가　만든　병기로\n공격력이　높다．
S2:SYS17:40	SYS17.MES	40	09c47fff	dup=S2:SYS05:40	魔操機兵、脇侍・改。\n独特の攻撃範囲を持ち、\nニ型特と呼ばれる。	마조기병，　협시・개．\n독특한　공격　범위를　지녀\n니형　특이라　부른다．
S2:SYS17:41	SYS17.MES	41	02587fff	dup=S2:STNSYS00:41	メッセージ１９	메시지　１９
S2:SYS17:42	SYS17.MES	42	02587fff	dup=S2:STNSYS00:42	メッセージ２０	메시지　２０
S2:SYS17:43	SYS17.MES	43	025a7fff	dup=S2:STNSYS00:43	今のところ、\nかばう必要はなさそうだな。	지금은\n보호할　필요　없어　보이네．
S2:SYS17:44	SYS17.MES	44	02597fff	dup=S2:STNSYS00:44	さくらくん……\n君は俺が守る！	사쿠라　군……\n내가　지킬게！
S2:SYS17:45	SYS17.MES	45	02597fff	dup=S2:STNSYS00:45	すみれくん……\n君の盾になってもいいかい。	스미레　군……\n네　방패가　되어도　될까？
S2:SYS17:46	SYS17.MES	46	02597fff	dup=S2:STNSYS00:46	マリア……\n君の背中を守らせてくれ。	마리아……\n네　뒤를　지키게　해　줘．
S2:SYS17:47	SYS17.MES	47	02597fff	dup=S2:STNSYS00:47	カンナ……\n俺は、君を全力で守るぞ！	칸나……　내가　온　힘을\n다해　지키마！
S2:SYS17:48	SYS17.MES	48	02597fff	dup=S2:STNSYS00:48	アイリス……\n俺が側にいるから、\n安心していいよ。	아이리스……\n내가　곁에　있으니，\n안심해도　돼．
S2:SYS17:49	SYS17.MES	49	02597fff	dup=S2:STNSYS00:49	紅蘭……\nいつだって君を助けにゆくよ。	코란……\n언제든　널　도우러　갈게．
S2:SYS17:50	SYS17.MES	50	02597fff	dup=S2:STNSYS00:50	織姫くん……\n苦しいときは、\nいつでも俺を呼んでくれ！	오리히메　군……\n힘들　때는，\n언제든　날　불러！
S2:SYS17:51	SYS17.MES	51	02597fff	dup=S2:STNSYS00:51	レニ……\nたまには、\n守られたっていいだろう？	레니……\n가끔은，\n보호받아도　괜찮잖아？
S2:SYS17:52	SYS17.MES	52	04b00018	dup=S1S:m01mes:117	がんばって！　大神さん！	힘내요！　오오가미　씨！
S2:SYS17:53	SYS17.MES	53	04b20019	dup=S1S:m01mes:118	大神さんが頼りです！	오오가미　씨만　믿을게요！
S2:SYS17:54	SYS17.MES	54	04b3001a	dup=S2:STNSYS00:54	無理しないでください、\n大神さん……	무리하지　마세요，\n오오가미　씨……
S2:SYS17:55	SYS17.MES	55	04b0001b	dup=S2:STNSYS00:55	がんばります！	힘낼게요！
S2:SYS17:56	SYS17.MES	56	04b2001c	dup=S2:STNSYS00:56	大神さんのために……\nあたし、やります！	오오가미　씨를　위해……\n제가　할게요！
S2:SYS17:57	SYS17.MES	57	04b1001d	dup=S2:STNSYS00:57	あたしが\nがんばらなくっちゃ！	제가　힘내야　해요！
S2:SYS17:58	SYS17.MES	58	04b8001e	dup=S2:STNSYS00:58	あたし……負けないわ……	저…　지지　않을　거예요…
S2:SYS17:59	SYS17.MES	59	04b2001f	dup=S2:STNSYS00:59	……ありがとうございます。\n大神さん。	……감사합니다．\n오오가미　씨．
S2:SYS17:60	SYS17.MES	60	04b50020	dup=S2:STNSYS00:60	大神さんがいてくれるから、\nあたし、がんばれます！	오오가미　씨가　계시니까\n저도　힘낼　수　있어요！
S2:SYS17:61	SYS17.MES	61	04b70251	dup=S2:STNSYS00:61	大丈夫ですか……大神さん。	괜찮으세요…　오오가미　씨．
S2:SYS17:62	SYS17.MES	62	04b80022	dup=S2:STNSYS00:62	大神さん……\nごめんなさい……	오오가미　씨……\n죄송해요……
S2:SYS17:63	SYS17.MES	63	04b30023	dup=S2:STNSYS00:63	ここは大神さんに\nお任せします……\n……ごめんなさい。	여기는　오오가미　씨에게\n맡길게요……\n……죄송해요．
S2:SYS17:64	SYS17.MES	64	04b00024	dup=S2:STNSYS00:64	やりましたね、大神さん！	해냈네요，　오오가미　씨！
S2:SYS17:65	SYS17.MES	65	04b20025	dup=S2:STNSYS00:65	今日の大神さん、\n一味違いますね。	오늘　오오가미　씨는\n평소와　다르네요．
S2:SYS17:66	SYS17.MES	66	04b00026	dup=S2:STNSYS00:66	やりました！	해냈어요！
S2:SYS17:67	SYS17.MES	67	04b20027	dup=S2:STNSYS00:67	大神さんのおかげです！	오오가미　씨　덕분이에요！
S2:SYS17:68	SYS17.MES	68	04b50028	dup=S2:STNSYS00:68	大神さん……\nあたし、信じています。	오오가미　씨……\n저는　믿고　있어요．
S2:SYS17:69	SYS17.MES	69	08980038	dup=S2:STNSYS00:69	見せ場がきましてよ、少尉。	제　무대네요，　소위님．
S2:SYS17:70	SYS17.MES	70	089a0039	dup=S2:STNSYS00:70	がんばってください、\nわたくしのために……	힘내　주세요，\n저를　위해……
S2:SYS17:71	SYS17.MES	71	089b003a	dup=S2:STNSYS00:71	無理は禁物ですわ……	무리는　금물이에요……
S2:SYS17:72	SYS17.MES	72	0898003b	dup=S2:STNSYS00:72	さあ、いきますわよ！	자，　갑니다！
S2:SYS17:73	SYS17.MES	73	089a003c	dup=S2:STNSYS00:73	少尉、わたくしを\n見ていてくださいな。	소위님，\n저를　지켜봐　주세요．
S2:SYS17:74	SYS17.MES	74	0899003d	dup=S2:STNSYS00:74	わたくしでなくては\nダメですわね。	저여야만　하겠군요．
S2:SYS17:75	SYS17.MES	75	08a0003e	dup=S2:STNSYS00:75	こ、この程度で……	이，　이　정도로……
S2:SYS17:76	SYS17.MES	76	089a003f	dup=S2:STNSYS00:76	うれしいですわ……\n少尉……	기뻐요……\n소위님……
S2:SYS17:77	SYS17.MES	77	089d0040	dup=S2:STNSYS00:77	わたくしを守ることが\nできるのは少尉だけですわ。	저를　지킬　수　있는　건\n소위님뿐이에요．
S2:SYS17:78	SYS17.MES	78	089f0252	dup=S2:STNSYS00:78	かっ、身体が勝手に\n動いただけですわ……	몸이　저절로\n움직였을　뿐이에요……
S2:SYS17:79	SYS17.MES	79	08a00042	dup=S2:STNSYS00:79	わたくしとしたことが……	저답지　않게……
S2:SYS17:80	SYS17.MES	80	089b0043	dup=S2:STNSYS00:80	少尉を……\n……置いてはいけないのに！	소위님을……\n……두고　갈　수는　없는데！
S2:SYS17:81	SYS17.MES	81	08980044	dup=S2:STNSYS00:81	お見事ですわ、少尉。	훌륭해요，　소위님．
S2:SYS17:82	SYS17.MES	82	089a0045	dup=S2:STNSYS00:82	りりしいですわよ、少尉。	늠름하시네요，　소위님．
S2:SYS17:83	SYS17.MES	83	08980046	dup=S2:STNSYS00:83	たいしたことありませんわね。	별것도　아니네요．
S2:SYS17:84	SYS17.MES	84	089a0047	dup=S2:STNSYS00:84	見てくださいました？　少尉。	보셨나요？　소위님．
S2:SYS17:85	SYS17.MES	85	089d0048	dup=S2:STNSYS00:85	んふっ、\nちょろいもんですわね。\nねぇ、少尉……	후훗，\n이　정도야　식은　죽이죠．\n그렇죠，　소위님……
S2:SYS17:86	SYS17.MES	86	0c800058	dup=S2:STNSYS00:86	隊長、お願いします。	대장님，　부탁드려요．
S2:SYS17:87	SYS17.MES	87	0c820059	dup=S2:STNSYS00:87	隊長……\n信じています。	대장님……\n믿고　있어요．
S2:SYS17:88	SYS17.MES	88	0c83005a	dup=S2:STNSYS00:88	隊長……\n慎重にいきましょう。	대장님……\n신중하게　가죠．
S2:SYS17:89	SYS17.MES	89	0c80005b	dup=S2:STNSYS00:89	さぁ、覚悟しなさい。	자，　각오하세요．
S2:SYS17:90	SYS17.MES	90	0c82005c	dup=S2:STNSYS00:90	私には、隊長が\nついていてくれる……	저에겐　대장님이\n곁에　계시니까……
S2:SYS17:91	SYS17.MES	91	0c81005d	dup=S2:STNSYS00:91	私がしっかりしなくては……	제가　정신　차려야……
S2:SYS17:92	SYS17.MES	92	0c88005e	dup=S2:STNSYS00:92	くっ、まだ……やれる！	큭，아직……　할　수　있어！
S2:SYS17:93	SYS17.MES	93	0c82005f	dup=S2:STNSYS00:93	すいません、隊長。	죄송해요，　대장님．
S2:SYS17:94	SYS17.MES	94	0c850060	dup=S2:STNSYS00:94	隊長の背中……\nとても大きく見えます……	대장님　등……\n정말　커　보이네요……
S2:SYS17:95	SYS17.MES	95	0c870253	dup=S2:STNSYS00:95	隊長が無事でよかった……	대장님이　무사해서　다행……
S2:SYS17:96	SYS17.MES	96	0c880062	dup=S2:STNSYS00:96	隊長……申し訳ありません……	대장님……　죄송해요……
S2:SYS17:97	SYS17.MES	97	0c830063	dup=S2:STNSYS00:97	もう少し……\n隊長と共に……	조금만　더……\n대장님과　함께……
S2:SYS17:98	SYS17.MES	98	0c800064	dup=S2:STNSYS00:98	やりますね、隊長。	잘하시네요，　대장님．
S2:SYS17:99	SYS17.MES	99	0c820065	dup=S2:STNSYS00:99	隊長が\nいてくださってよかった……	대장님이　계셔서　다행……
S2:SYS17:100	SYS17.MES	100	0c80025d	dup=S2:STNSYS00:100	ふんっ！　この程度……？	흥！　이　정도……？
S2:SYS17:101	SYS17.MES	101	0c820067	dup=S2:STNSYS00:101	隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2:SYS17:102	SYS17.MES	102	0c850068	dup=S2:STNSYS00:102	隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2:SYS17:103	SYS17.MES	103	10680078	dup=S2:STNSYS00:103	やっちまえ！　隊長！	해치워！　대장님！
S2:SYS17:104	SYS17.MES	104	106a0079	dup=S2:STNSYS00:104	あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2:SYS17:105	SYS17.MES	105	106b007a	dup=S2:STNSYS00:105	隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2:SYS17:106	SYS17.MES	106	1068007b	dup=S2:STNSYS00:106	あたいの番だな！	내　차례구나！
S2:SYS17:107	SYS17.MES	107	106a007c	dup=S2:STNSYS00:107	みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2:SYS17:108	SYS17.MES	108	1069007d	dup=S2:STNSYS00:108	まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2:SYS17:109	SYS17.MES	109	1070007e	dup=S2:STNSYS00:109	まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2:SYS17:110	SYS17.MES	110	106a007f	dup=S2:STNSYS00:110	すまねぇな、隊長。	미안하군，　대장．
S2:SYS17:111	SYS17.MES	111	106d0080	dup=S2:STNSYS00:111	へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
